screen_name,text,date,neg,neu,pos,compound
LUNAROSSA,"Less than 10 days left to the start of the PRADA Cup’s final stage, where #LunaRossaPradaPirelli will face off @INEOSTEAMUK . The first to win 7 races will compete in the 36^ @americascup presented by @Prada , against the @EmiratesTeamNZ https://t.co/07Xo2chF3D",2021-02-04 04:04:29,0.0,0.913,0.087,0.5859
LUNAROSSA,"The #PRADACup semifinals have come to an end, with Luna Rossa gaining access to the finals. This last event will stand out in the history of the @americascup for the example of courage and sportsmanship of @nyycamericanmagic against all odds.
The Final begins on February 13th. https://t.co/kOUP8J9FjO",2021-02-01 22:16:49,0.0,0.882,0.118,0.7184
LUNAROSSA,"First race of the #PRADACup Final against @INEOSTEAMUK will be Saturday February 13th.

Sabato 13 Febbraio inizierà la finale della PRADA Cup contro gli 🇬🇧.

#LunaRossaPradaPirelli
#PradaCup #AmericasCup 
@Prada @Pirelli https://t.co/Tg1eBIex0X",2021-01-30 21:57:11,0.0,1.0,0.0,0.0
AMERICASCUP,"RT @INEOSTEAMUK: Guv's Call | @AinslieBen looks ahead to the resumption of racing in the #PRADACup.

""We are in the thick of the fight righ…",2021-02-19 09:40:34,0.098,0.902,0.0,-0.3818
AMERICASCUP,"Ready. Set. Go. We’re nearing the start of the final phase.

#PRADACupFinal https://t.co/hhTG7ESE0d",2021-02-19 07:00:11,0.0,0.828,0.172,0.3612
AMERICASCUP,"24 hours to go! Get ready to watch LIVE 👀 

FaceBook 👍 https://t.co/5iUdj5T5se

YouTube 💻  https://t.co/yrQji89T3q

@VirtualEyeTV 👁️ https://t.co/8KNBFVW5il

#PRADACupFinal https://t.co/0T7JFGqcPr",2021-02-19 03:00:14,0.0,0.887,0.113,0.4199
AMERICASCUP,"RT @EmiratesTeamNZ: 2 weeks to go and counting down.

The focus now shifts to race prep, race prep, race prep. 

#AmericasCup #AKL2021 #New…",2021-02-18 22:16:17,0.0,1.0,0.0,0.0
AMERICASCUP,"What's on the #Gogglebox this weekend? 

The Prada Cup Final👉https://t.co/FAqZduCQRh https://t.co/ig4m1JMaXS",2021-02-18 20:08:51,0.0,1.0,0.0,0.0
AMERICASCUP,@robsborne NBC is your go-to in the USA,2021-02-18 03:55:00,0.0,1.0,0.0,0.0
AMERICASCUP,"Racing resumes this weekend. 💪

📅 SAT 20th February 16:00 NZT / 03:00 UTC

#PRADACupFinal  https://t.co/q9UtFQGz9V",2021-02-18 03:45:20,0.0,1.0,0.0,0.0
AMERICASCUP,@ediesteen Racing resumes 20th Saturday at 6:00 NZT / 03:00 UTC.,2021-02-18 03:27:20,0.0,1.0,0.0,0.0
AMERICASCUP,@PeterSedgeman Racing resumes 20th Saturday at 6:00 NZT / 03:00 UTC.,2021-02-18 03:27:15,0.0,1.0,0.0,0.0
AMERICASCUP,"With racing resuming soon, recap where things left off. 

Nathan Outteridge reviews Race 3 and 4

#PRADACupFinal https://t.co/vszIzXhsOx",2021-02-17 23:32:20,0.0,1.0,0.0,0.0
AMERICASCUP,"ACE provides an update to the current race schedule. 
https://t.co/xlVoEJ3mCx",2021-02-17 21:46:21,0.0,1.0,0.0,0.0
AMERICASCUP,"🇮🇹 @Lunarossa's Matteo Celon is following in his father's footsteps, sailing in the America's Cup in Auckland.

https://t.co/OKFgWZ0es7",2021-02-17 18:51:58,0.0,1.0,0.0,0.0
AMERICASCUP,"Don't miss @INEOSTEAMUK's own race by race analysis.

Get the Inside Tack 👉 https://t.co/RDPNU8t9CI https://t.co/5ixX79QcQk",2021-02-17 12:25:03,0.0,0.922,0.078,0.1139
AMERICASCUP,"RT @INEOSTEAMUK: Meet the Crew | Flight Controller, Leigh 'Swizz' McMillan explains what it's like to fly BRITANNIA ⬇️
#AmericasCup #PradaC…",2021-02-17 10:25:28,0.0,0.894,0.106,0.3612
AMERICASCUP,"Umberto Molineris and Jacopo Plazzi grew up literally next 🚪 to each other so it is no surprise that they took to the water and started sailing together as well. 🤜🤛
https://t.co/q6iZTBk0IK",2021-02-17 03:30:02,0.049,0.861,0.09,0.1405
AMERICASCUP,"Update on scenarios on the continuation of PRADA Cup and America’s Cup racing due to the COVID19 restrictions. 
https://t.co/csaKNbFWoO",2021-02-16 23:27:30,0.0,1.0,0.0,0.0
AMERICASCUP,RT @INEOSTEAMUK: Inside Tech | Manufacturing Manager Michel Marie talks carbon fibre. From it’s importance in high-performance sport throug…,2021-02-16 20:08:19,0.0,0.878,0.122,0.3612
AMERICASCUP,"Ride along on BRITANNIA with @INEOSTEAMUK for the start of Race 4 and experience that wheelie 😱 in 360 from Day 2 of the #PRADACupFinal​.

360 ONBOARD 👉 https://t.co/ReFxGBM87p https://t.co/iqLuljf9A3",2021-02-16 20:02:03,0.146,0.854,0.0,-0.7003
AMERICASCUP,"Our Official Clothing Partner, @NorthSails, is rethinking its relationship to the ocean – using recycled materials to set new standards of performance for Cup followers. https://t.co/O0tej6tk03",2021-02-16 15:21:01,0.0,1.0,0.0,0.0
AMERICASCUP,"Don't miss a single update between now and March 6th. 

SIGNUP to the AC36 NEWSLETTER 📩  https://t.co/qA1sDDuEiF",2021-02-16 07:00:07,0.0,0.926,0.074,0.1139
THEGHIBLIFAMILY,"Chill, pictures can't hurt you.

The pictures: https://t.co/tJHLOkLnXD",2021-02-19 11:30:00,0.0,0.716,0.284,0.4168
THEGHIBLIFAMILY,True love does not necessarily refer to romantic love. https://t.co/sIjsDKMw8z,2021-02-18 16:10:40,0.0,0.302,0.698,0.9313
THEGHIBLIFAMILY,Hotarubi no Mori e by Takahiro Omori (2011). https://t.co/TfMTaG9NFs,2021-02-17 23:26:12,0.216,0.784,0.0,-0.296
THEGHIBLIFAMILY,https://t.co/SmktWCJpYD,2021-02-17 11:40:28,0.0,1.0,0.0,0.0
THEGHIBLIFAMILY,https://t.co/tQAqaXxcS3,2021-02-17 11:40:15,0.0,1.0,0.0,0.0
THEGHIBLIFAMILY,The landscapes and skylines of Howl's Moving Castle. https://t.co/UMpiThUoy9,2021-02-17 11:38:47,0.0,1.0,0.0,0.0
THEGHIBLIFAMILY,I'm going to pretend this is how Your Name ended 🥲 https://t.co/KOtPXNL3ws,2021-02-16 00:34:51,0.113,0.887,0.0,-0.1027
THEGHIBLIFAMILY,Wrong movie... again 😂 https://t.co/3VYgycyjFk,2021-02-15 11:30:00,0.338,0.405,0.257,-0.0516
THEGHIBLIFAMILY,Calcifer and Ponyo wish you a happy Valentine's Day ❤ https://t.co/7Q79zx9jWl,2021-02-14 18:16:47,0.0,0.459,0.541,0.891
THEGHIBLIFAMILY,Happy Valentine's Day! 💝 by Steph Hodges https://t.co/giOX4FM1Up,2021-02-14 12:59:40,0.0,0.494,0.506,0.8478
THEGHIBLIFAMILY,❤️ https://t.co/mdNj09Pjas,2021-02-13 12:09:20,0.0,1.0,0.0,0.0
THEGHIBLIFAMILY,https://t.co/M5WurN6V0R,2021-02-11 21:28:29,0.0,1.0,0.0,0.0
THEGHIBLIFAMILY,"Ghibli Museum (Mitaka, Tokyo) 😍 https://t.co/6bpP3CAsCq",2021-02-11 21:28:06,0.0,0.727,0.273,0.4588
THEGHIBLIFAMILY,Hoe-Face? https://t.co/rBRKHrSwf8,2021-02-10 20:13:17,0.0,1.0,0.0,0.0
THEGHIBLIFAMILY,"someone: it's just a candy, why the heck are you crying?

the candy: https://t.co/sNIz8fWXrZ",2021-02-09 21:06:25,0.193,0.807,0.0,-0.4767
THEGHIBLIFAMILY,Anime and reality // Your lie in April https://t.co/79jYZzDtY7,2021-02-09 00:31:30,0.0,1.0,0.0,0.0
THEGHIBLIFAMILY,I Want to Eat Your Pancreas by Shinichirō Ushijima (2018). https://t.co/PlW7MchKzS,2021-02-07 23:53:17,0.0,0.885,0.115,0.0772
THEGHIBLIFAMILY,I bought mine here 😊: https://t.co/wGcZdle4Jc,2021-02-07 00:23:24,0.0,0.571,0.429,0.7184
THEGHIBLIFAMILY,This Totoro jacket looks so warm and cozy 😍 https://t.co/CvlQlUSrZq,2021-02-06 23:37:36,0.0,0.667,0.333,0.6696
THEGHIBLIFAMILY,ah... ah... ah https://t.co/d1KsA4tUT4,2021-02-05 23:38:01,0.0,1.0,0.0,0.0
BERLINALE,"With ""Your Street"" (Deine Strasse) from our #Berlinale Shorts selection, @Guzinkar questions how a memorial to a young victim of right-wing violence has been consigned to collective amnesia. Narrated by renowned writer @SibylleBerg and nominated for the Swiss Film Prize 2021. https://t.co/vhkedHhRZ2",2021-02-19 14:18:11,0.128,0.804,0.068,-0.4404
BERLINALE,"Meet the Generation International Jury! Actor Jella Haase, director Mees Peijnenburg and writer/director Melanie Waelde will choose the winners of the Generation competitions on March 4. The prizes will be awarded at our Summer Special in June. https://t.co/PjHNFXu1uj #Berlinale https://t.co/PPgmILpiTI",2021-02-18 19:15:47,0.0,0.753,0.247,0.8955
BERLINALE,"Watch the exclusive premiere of the official trailer for ""The Last Forest"" (A Última Floresta) by Luiz Bolognesi. Screening in the Panorama section of #Berlinale 2021. https://t.co/9tx4A8lBgt",2021-02-18 16:24:04,0.0,0.945,0.055,0.128
BERLINALE,"Welcome to this year's Encounters jury! The winners for Best Film, Best Director &amp; a Special Jury Award will be chosen by programmer Florence Almozini, artistic director Cecilia Barrionuevo and editor &amp; publisher Diedrich Diederichsen. More: https://t.co/xdCpaJtIDE #Berlinale https://t.co/bdzYqYvzyN",2021-02-18 15:10:04,0.0,0.611,0.389,0.9682
BERLINALE,"Our International Short Film Jury! Christine A. Maier, Basim Magdy &amp; Sebastian Urzendowsky will choose the winners of the Golden Bear for Best Short Film, the Silver Bear Jury Prize &amp; the Berlin Short Film Candidate for the European Film Awards. https://t.co/fKL1iLSLEe #Berlinale https://t.co/qj5NCftIpY",2021-02-18 13:20:07,0.0,0.742,0.258,0.9312
BERLINALE,"Finally! You can now browse our entire lineup in full glorious detail. Find synopses, stills and production details for each and every film, series and installation selected for the 71st #Berlinale right here: https://t.co/wMZHn9xSbb https://t.co/EybLtfSu0e",2021-02-17 18:54:50,0.0,0.883,0.117,0.6696
BERLINALE,"The official trailer for ""Ballad of a White Cow"" (Ghasideyeh gave sefid), by Behtash Sanaeeha and Maryam Moghaddam, starring Maryam Moghaddam and Alireza Sanifar. Screening in the Competition of the 71st #Berlinale. https://t.co/dWuEYhcCDm",2021-02-17 18:00:15,0.0,1.0,0.0,0.0
BERLINALE,"@Page28Club @berlin_talents @ava @celinesciammaqt Nope, not as long as our servers are up to the task!",2021-02-17 17:42:05,0.0,1.0,0.0,0.0
BERLINALE,"@Page28Club @berlin_talents @ava @celinesciammaqt Yep, Berlin time! aka Central European Time (CET) 😃",2021-02-17 15:29:35,0.0,0.75,0.25,0.6114
BERLINALE,"The @efm_berlinale is rolling out the red carpet digitally this year. From today, attendees can log onto the EFM website and explore virtual stands, screening schedules &amp; over 90 events. Online Market Badges are still available til March 5 – get yours now! https://t.co/6tNyGdOKJS https://t.co/0m9artayHo",2021-02-17 15:18:15,0.0,1.0,0.0,0.0
BERLINALE,"Céline Sciamma? Yes. Ava DuVernay? Absolutely! The entire International Jury? Why not. This year's @berlin_talents programme is jam packed with major names who will join these public talks, panels and workshops streaming for free on March 1–5 👉https://t.co/SavWujSCyY #Berlinale https://t.co/fKtTNPUzdI",2021-02-17 14:53:52,0.0,0.816,0.184,0.8415
BERLINALE,"An exclusive first look at the trailer for ""Courage"" by Aliaksei Paluyan, starring Maryna Yakubovich, Pavel Haradnizky and Denis Tarasenka. Part of the Berlinale's 2021 #Berlinale Special. #Lukashenko #Belarus https://t.co/WSOG0KeCMX",2021-02-17 11:06:11,0.0,0.785,0.215,0.7506
BERLINALE,@hndmaidenonfire Check our feed. ;),2021-02-17 07:39:26,0.0,0.678,0.322,0.2263
BERLINALE,"A very first look at ""Introduction"" (Inteurodeoksyeon) by Hong Sangsoo, starring Shin Seokho, Park Miso, Kim Minhee. The film is part of the #Berlinale's 2021 Competition. #HongSangsoo #ShinSeokho #ParkMiso #KimMinhee https://t.co/aNHYYkgkxX",2021-02-17 07:38:22,0.0,1.0,0.0,0.0
BERLINALE,"Dan Stevens does Deutsch – in Maria Schrader's ""I'm Your Man""! 🥨🤖🐻

#Berlinale Competition 2021 https://t.co/6IhPYuLKAF",2021-02-16 16:55:32,0.0,1.0,0.0,0.0
BERLINALE,"Exclusive first look at the trailer of ""Death of a Virgin, and the Sin of Not Living"" by George Peter Barbari, starring Etienne Assal, Adnan Khabbaz, Jean Paul Frangieh, Elias Saad, Feyrouz Abi Hassan and Souraya Baghdadi.

From the Panorama section of the 2021 #Berlinale. https://t.co/DXMluTYevU",2021-02-16 14:03:04,0.144,0.827,0.029,-0.7906
BERLINALE,"@RebHarms @AliceBota Der Ticketverkauf hat noch nicht begonnen, da die Filme erst vom 9.-20. Juni in Berlin laufen. Wir halten euch auf unserer Website &amp; Kanälen auf dem Laufenden!",2021-02-15 19:06:55,0.13,0.87,0.0,-0.636
BERLINALE,"The trailer for Tim Fehlbaum's ""Tides"", which will celebrate its world premiere at #Berlinale Special! https://t.co/EzKjzKmdYp",2021-02-15 18:48:00,0.0,0.677,0.323,0.7712
BERLINALE,@ArtVande1ay @jimmycthatsme @VanishingAngle Our screenings from June 9-20 are open to everyone!,2021-02-15 18:37:48,0.0,1.0,0.0,0.0
BERLINALE,@mathippolyte59 De rien 😃,2021-02-15 18:14:33,0.0,0.737,0.263,0.3612
CANNES,RT @Slpcannes: #sunset rose à #Cannes réalisé le 12/01/2021 #cannesisyours #CotedAzurFrance #MagnifiqueFrance #visitecotedazur @villecannes…,2021-02-18 21:44:37,0.0,1.0,0.0,0.0
CANNES,RT @so_contrary: Isabelle Huppert par Guy Bourdin https://t.co/PFKvNHASJS,2021-02-18 21:43:55,0.0,1.0,0.0,0.0
CANNES,"RT @villecannes: Une excellente soirée à tous !

📸 guillaume_dubois_photo

#Cannes #CotedAzurFrance https://t.co/nyD47yKCsr",2021-02-18 18:25:39,0.0,1.0,0.0,0.0
CANNES,RT @hazelflag: You're dining in Cannes and you see these two. Don't you faint? Cary Grant and Kim Novak chez Tetou. https://t.co/ZNra2YH6mq,2021-02-17 18:14:23,0.0,0.894,0.106,0.3612
CANNES,"RT @TheOldHollywood: Sophia Loren photographed on the window ledge of her hotel in Cannes, May 1959 https://t.co/nu5bpMqARU",2021-02-17 18:14:00,0.0,1.0,0.0,0.0
CANNES,RT @Laurent76300739: Wendy and Carrie in Cannes. 1977. https://t.co/wvVfr2uXXv,2021-02-17 18:12:21,0.0,1.0,0.0,0.0
CANNES,"RT @gracekellyfiles: grace kelly in her carlton hotel suite, cannes, 1955 https://t.co/lgioPhQTZt",2021-02-17 18:12:00,0.0,0.797,0.203,0.4215
CANNES,"RT @gracekellyfiles: grace kelly photographed in cannes, france (1954) https://t.co/nt3Gm4A4ws",2021-02-17 18:10:51,0.0,0.763,0.237,0.4215
CANNES,"RT @cjubarrington: Grace Kelly, Cannes, 1955 https://t.co/sOaJMOUZgO",2021-02-17 18:10:29,0.0,0.682,0.318,0.4215
CANNES,"RT @oldhollywoodz: Alain Delon in Cannes for the International Film Festival, 1959, photo by Frank Horvat https://t.co/aTeF7uHmp5",2021-02-17 18:10:02,0.0,0.833,0.167,0.4939
CANNES,"RT @right_movies: Federico Fellini's 8 1/2 was released this day in 1963. It was a big influence on Tarantino, as you can see below... http…",2021-02-16 22:51:52,0.0,1.0,0.0,0.0
CANNES,RT @whatzupwithu: 50th Cannes Film Festival (1997) https://t.co/hJckVIh08Q,2021-02-14 17:31:44,0.0,0.686,0.314,0.4939
CANNES,"RT @NWR_pic: NWR : I didn't want to become a filmmaker,  I just wanted to be really famous.

via Cannes Film Festival official https://t.co…",2021-02-14 17:31:16,0.046,0.833,0.121,0.4548
CANNES,RT @jajacobbi: 17 mai 2011. La palme d’or à Jean-Paul Belmondo. https://t.co/sQIouFyCGs,2021-02-13 20:21:53,0.0,1.0,0.0,0.0
CANNES,RT @firewIkwme: susan sarandon at cannes in the 70s is something i am very interested in discussing https://t.co/2zbTkhe3zw,2021-02-13 13:33:47,0.0,0.85,0.15,0.4576
CANNES,RT @versacesbish: Monica Bellucci at the Cannes Film Festival 1997 https://t.co/WzXEkUeF2y,2021-02-13 13:33:30,0.0,0.758,0.242,0.4939
CANNES,RT @Journal_Palaces: #Job Le Carlton Beach Club @CarltonCannes recrute... Directeur du Carlton Beach Club (H/F) #Cannes https://t.co/Xdh2vj…,2021-02-12 20:42:44,0.0,1.0,0.0,0.0
CANNES,RT @Variety: Oliver Stone Says His ‘JFK’ Documentary Will Premiere At Cannes 2021 https://t.co/almIJ5lZQB,2021-02-09 21:10:09,0.0,1.0,0.0,0.0
CANNES,RT @OnTheLido: According to Paul Verhoeven on Radio 1 (Dutch radio) the 74th International Cannes Film Festival could be delayed to October…,2021-02-09 18:51:58,0.076,0.797,0.127,0.3182
CANNES,"RT @TheKimbino: Eva Herzigova attends the 49th Cannes film Festival on May 1996 in Cannes, France. https://t.co/ItIYkIBAwa",2021-02-09 18:51:28,0.0,0.833,0.167,0.4939
GUINNESSIRELAND,Another trailblazer! Great to see former @IrishRugby star Lynne Cantwell named the first high performance coach for @WomenBoks #GuinnessRugby #Trailblazers https://t.co/elQ7MfamBh,2021-02-18 14:12:24,0.0,0.82,0.18,0.6588
GUINNESSIRELAND,It really was love at first sip. Looking forward to when all this has blown over and we will be reunited in your local with our days apart long behind us. 🖤 https://t.co/W0fxSmNbwz,2021-02-15 14:31:53,0.0,0.787,0.213,0.8651
GUINNESSIRELAND,@slinky226 She's a keeper!,2021-02-15 13:23:03,0.0,1.0,0.0,0.0
GUINNESSIRELAND,RT @GuinnessGB: Raise a glass to the #trailblazers. @JoyNevilleRef the first woman to officiate a #GuinnessSixNations game and @HollieDavid…,2021-02-14 14:20:18,0.0,1.0,0.0,0.0
GUINNESSIRELAND,"Do you reign when you pour? 

Film yourself pouring a can of Guinness and upload your video using #Prematchpour. 

We’ll announce winners of #GuinnessSixNations prizes before the next round. IOI 18+, NI NPD, Closes 09:00 GMT 15.03.21 https://t.co/xINFscI2Kz https://t.co/Obx3X9Mim5",2021-02-13 13:00:14,0.0,0.858,0.142,0.7269
GUINNESSIRELAND,"RT @SixNationsRugby: If you're looking for a bangin' recipe for this weekend, look no further. 🤤

𝗮𝗱𝗺𝗶𝗻 𝗶𝘀 𝗱𝗿𝗼𝗼𝗹𝗶𝗻𝗴

@mobkitchen @GuinnessG…",2021-02-12 17:01:42,0.095,0.905,0.0,-0.296
GUINNESSIRELAND,@DKJtheRealist Cracking pour!,2021-02-12 11:09:42,0.0,1.0,0.0,0.0
GUINNESSIRELAND,"Limited-edition Guinness x Dough Bros kits now available to buy for this weekend! Bring the magic of match day to #YourHomeOfRugby for the #GuinnessSixNations match between Ireland vs France. 

Available to order at: https://t.co/QM016zsiJc

#GuinnessSixNations https://t.co/fLONamGvbF",2021-02-09 12:00:01,0.0,1.0,0.0,0.0
GUINNESSIRELAND,"@AdrianJHopkins Hi Adrian, please can you drop us a DM? 💪",2021-02-08 16:31:01,0.146,0.694,0.16,0.0516
GUINNESSIRELAND,"RT @SixNationsRugby: ""No matter how fast, slow, tall, big or thin you are, there's a place for you in the rugby team...and that also includ…",2021-02-06 16:06:28,0.0,0.956,0.044,0.0258
GUINNESSIRELAND,Do you reign when you pour? Film yourself pouring a can of Guinness and upload your video using #PreMatchPour. We’ll announce the winners of #GuinnessSixNations prizes before the next round.  GB &amp; IOI 18+. NPN for NI. Closes 09:00 GMT 15.03.21. https://t.co/SnAFGgVZJu https://t.co/3bYybESDpH,2021-02-06 12:00:14,0.0,0.87,0.13,0.7269
GUINNESSIRELAND,SOLD OUT 🍕❌ Our limited-edition Guinness x The Dough Bros Rugby DIY Pizza kits will be available again next Tuesday at 12:00pm! More kits will be restocked every Tuesday at 12:00pm for the remaining #GuinnessSixNations match weeks.,2021-02-04 15:17:20,0.0,1.0,0.0,0.0
GUINNESSIRELAND,"This year we’ve teamed up with @thedoughbros to bring the magic of match day home during the #GuinnessSixNations! Limited-edition Guinness x The Dough Bros Rugby DIY Pizza kits are now available for nationwide delivery. 

Order here: https://t.co/LViho4Wr2h https://t.co/DD4dh8PZWv",2021-02-04 12:00:02,0.0,1.0,0.0,0.0
GUINNESSIRELAND,@SixNationsRugby @IrishRugby 🙌,2021-02-03 12:57:27,0.0,1.0,0.0,0.0
GUINNESSIRELAND,"Rugby is back. Enjoy all the action from #YourHomeOfRugby this #GuinnessSixNations.

Please always drink responsibly, visit: https://t.co/rKJnZmSRW0 https://t.co/kSBbyccJHg",2021-02-03 12:00:15,0.0,0.744,0.256,0.6705
GUINNESSIRELAND,@Davealextuohy Soon we hope!,2021-02-01 12:11:53,0.0,0.484,0.516,0.4926
GUINNESSIRELAND,What'll be your drink of choice when watching the #GuinnessSixNations? We know what we'll be having... https://t.co/yXAP6FamdV,2021-01-27 16:56:02,0.0,1.0,0.0,0.0
GUINNESSIRELAND,"RT @SixNationsRugby: Just 🔟 days separate us now... 
Which person do you always watch the Guinness Six Nations with? 📛

#GuinnessSixNations…",2021-01-27 12:26:09,0.0,1.0,0.0,0.0
GUINNESSIRELAND,Brilliant working with the talented @ruthlessimagery to highlight the many beautiful pubs and hardworking publicans across the country who took part in the Guinness #KEEPTHELIGHTSON campaign. #RaisingTheBar https://t.co/SXSnb2OOsA,2021-01-25 12:14:24,0.0,0.642,0.358,0.9246
GUINNESSIRELAND,@froggygriffin That sure is a great pour!,2021-01-25 11:03:39,0.0,0.428,0.572,0.7712
CHAMPIONSLEAGUE,"Kylian Mbappé takes Player of the Week for his devastating hat-trick at Camp Nou! 👏👏👏

#UCL | #UCLPOTW | @FTBSantander https://t.co/pB5797GDD7",2021-02-19 15:14:10,0.155,0.845,0.0,-0.68
CHAMPIONSLEAGUE,RT @Pato: Yes!!!!! I love it 💜 https://t.co/iclpBrTlGW,2021-02-19 15:10:20,0.0,0.328,0.672,0.9227
CHAMPIONSLEAGUE,"4⃣ Alexandre Pato scores after just 24 seconds at the Camp Nou in 2011 😮

@acmilan | @Pato https://t.co/r3R5vf3Ss1",2021-02-19 15:00:45,0.0,1.0,0.0,0.0
CHAMPIONSLEAGUE,"3⃣ Messi magic at the Bernabéu in 2011 semi-finals... 

@FCBarcelona | #UCL https://t.co/nsvldLnllw",2021-02-19 14:49:48,0.0,1.0,0.0,0.0
CHAMPIONSLEAGUE,"2⃣ Saúl Ñíguez weaves his way through the Bayern defence in 2016 🤯

@atletienglish | @saulniguez | #UCL https://t.co/i0wUye8BGx",2021-02-19 14:28:11,0.0,0.931,0.069,0.1027
CHAMPIONSLEAGUE,"THREAD: Champions League solo goals 😎

1⃣ Kaká in sensational form at Old Trafford in 2007 🔥

#UCL | @acmilan | @KAKA https://t.co/fGrBlUuKnd",2021-02-19 13:57:56,0.075,0.723,0.201,0.6124
CHAMPIONSLEAGUE,"⚫️🔵 2020: Josip Iličić scores in a 4-1 round of 16 win for Atalanta #OTD 🔥

@Atalanta_BC | #UCL https://t.co/5yENc7QXR3",2021-02-19 12:56:03,0.088,0.772,0.14,0.34
CHAMPIONSLEAGUE,"🇮🇷 Iranian goalscorers in the Champions League:

⚽️4⃣ Sardar Azmoun 
⚽️3⃣ Ali Daei 
⚽️2⃣ Mehdi Mahdavikia
⚽️1⃣ Ali Karimi  
⚽️1⃣ Mehdi Taremi

#UCL https://t.co/blrXYIy9k7",2021-02-19 12:10:09,0.0,0.892,0.108,0.5267
CHAMPIONSLEAGUE,"🗣️ Haaland: ""When I saw Mbappé scored a hat-trick, I got free motivation so thanks to him."" 

#UCL https://t.co/TsDSKVEYhM",2021-02-19 11:59:24,0.0,0.657,0.343,0.8357
CHAMPIONSLEAGUE,"Tell us your favourite Champions League moment 👇

#UCL",2021-02-19 11:44:39,0.0,0.764,0.236,0.5267
CHAMPIONSLEAGUE,"@GaizkaMendieta6 @TheRealAC3 @LigadeCampeones @valenciacf_vale @ArsenalEspanol 🥰 Favourite Champions League memory?

#UCL",2021-02-19 11:44:10,0.0,0.529,0.471,0.8934
CHAMPIONSLEAGUE,RT @ToniKroos: Two in a row? https://t.co/bhZwkzweYs,2021-02-19 11:43:33,0.0,1.0,0.0,0.0
CHAMPIONSLEAGUE,"@ToniKroos 🤯Same date, same stadium, same round, two years in a row...

#UCL",2021-02-19 11:43:29,0.0,1.0,0.0,0.0
CHAMPIONSLEAGUE,"🇨🇲🇨🇮🇪🇬🇬🇭🇳🇬 Eto'o, Drogba, Salah, Essien, Kanu... 

Your favourite? 🤔

#UCL",2021-02-19 11:25:38,0.0,1.0,0.0,0.0
CHAMPIONSLEAGUE,"🔴 Toni Kroos on target at Arsenal, #OTD in 2014 ⚽️

#UCL | @FCBayernEN | @ToniKroos https://t.co/aaVm3n7MKz",2021-02-19 10:07:55,0.0,1.0,0.0,0.0
CHAMPIONSLEAGUE,"⚽️ Toni Kroos on target at Arsenal, #OTD in 2013...

#UCL | @FCBayernEN | @ToniKroos https://t.co/Vg87kWmEZZ",2021-02-19 09:55:42,0.0,1.0,0.0,0.0
CHAMPIONSLEAGUE,"📅 #OTD in 2008 at Anfield...

🔴 Dirk Kuyt &amp; Steven Gerrard net as Liverpool beat Inter ⚽️⚽️

#UCL | @LFC https://t.co/RLNW8b6O8C",2021-02-19 09:38:51,0.0,1.0,0.0,0.0
CHAMPIONSLEAGUE,"🔝 Champions League goals since start of last season:

⚽️2⃣8⃣ Kylian Mbappé &amp; Erling Haaland
⚽️1⃣5⃣ Lionel Messi &amp; Cristiano Ronaldo

#UCL https://t.co/MXetrhobdJ",2021-02-19 09:23:06,0.0,0.802,0.198,0.7125
CHAMPIONSLEAGUE,"Your assist of the week = ________🤔 

Verratti 🤝 Mbappé
Sancho 🤝 Haaland 
Oscar 🤝 De Jong 
Rabiot 🤝 Chiesa

#UCL | #LaysUnited | @LaysUnited https://t.co/VBWgKjoE7K",2021-02-18 17:30:29,0.0,1.0,0.0,0.0
CHAMPIONSLEAGUE,"🍿🍿🍿 #𝗨𝗖𝗟 𝘀𝘁𝗮𝗿𝘀 𝗯𝗿𝗶𝗻𝗴𝗶𝗻𝗴 𝘁𝗵𝗲 𝗳𝗹𝗮𝗶𝗿! 💫

#UCLshowcase | @Mastercard https://t.co/nrrasB3Gqf",2021-02-18 16:55:35,0.154,0.846,0.0,-0.2942
DISNEY,"Let’s catch you up. Watch an all-new behind-the-scenes look at Raya and the Last Dragon with Kelly Marie Tran, Awkwafina, and more. See it in theaters or order it on @DisneyPlus with Premier Access on March 5. Learn more: https://t.co/YAthyIUK6D https://t.co/Ty91NHn4we",2021-02-18 21:06:42,0.0,1.0,0.0,0.0
DISNEY,Love yourself as much as Gaston loves himself. https://t.co/bJJMlCLbLq,2021-02-18 20:03:44,0.0,0.47,0.53,0.836
DISNEY,RT @DisneyD23: NEW: @GonzotheGreat creator Dave Goelz and Muppets Studio VP Leigh Slaughter reveal favorite Muppet Show guests and the magi…,2021-02-18 18:25:23,0.0,0.87,0.13,0.4588
DISNEY,Bring on the heat! 🔥 See Raya and the Last Dragon in theaters or order it on @DisneyPlus with Premier Access March 5. Learn more: https://t.co/0m16yXgxti #DisneyRaya https://t.co/D2CxmTsTva,2021-02-17 18:30:00,0.091,0.909,0.0,-0.4003
DISNEY,https://t.co/9RPCXt0uJk,2021-02-17 17:00:18,0.0,1.0,0.0,0.0
DISNEY,Celebrate Lunar New Year by learning all a”bao”t the origins of @Pixar’s “Bao” from director Domee Shi! https://t.co/rmpULtOKN2,2021-02-17 17:00:12,0.0,0.81,0.19,0.6114
DISNEY,"She's just getting started, darling 🖤 https://t.co/m9q9Mmo5hv",2021-02-17 13:05:00,0.0,0.429,0.571,0.8402
