screen_name,text,date,neg,neu,pos,compound
F1,"Season 3.

March 19.

#F1 @netflix https://t.co/UhED3n9d81",2021-02-19 13:00:02,0.0,1.0,0.0,0.0
F1,RT @redbullracing: Oh to be 16 again... It's a date 😘 #ChargeOn 🤘 https://t.co/V2EkAN9luj,2021-02-19 12:04:30,0.0,0.872,0.128,0.4215
F1,"Rich racing history behind, bright future ahead 👏

@yukitsunoda07 becomes Japan's next #F1 hero 🇯🇵 https://t.co/OcNGa8l1V0",2021-02-19 12:00:32,0.0,0.581,0.419,0.8779
F1,"In 2021, @yukitsunoda07 will ______

#F1 https://t.co/5rjNPITBx9",2021-02-19 11:35:00,0.0,1.0,0.0,0.0
F1,"AT01 👉👉👉 AT02

#F1 @AlphaTauriF1 https://t.co/5D5VQdqwld",2021-02-19 11:11:00,0.0,1.0,0.0,0.0
F1,"Will you be cheering on @AlphaTauriF1 in 2021? 🙌

#F1 @yukitsunoda07 @PierreGASLY https://t.co/tEVb1kIc2n",2021-02-19 10:35:00,0.0,0.798,0.202,0.5106
F1,"The team are aiming to be at the top of the midfield in 2021 💪

So will @AlphaTauriF1 technical tweaks help them get there? Some quickfire analysis of the AT02 🔥

#F1

https://t.co/BrKFWDBOG4",2021-02-19 09:59:11,0.063,0.818,0.119,0.2732
F1,"The rookie and the race-winner 🤜🤛

@yukitsunoda07 is keen to learn from @PierreGASLY, as the duo acquainted with the AT02 

#F1 @AlphaTauriF1 

https://t.co/1SUM4EpIyk",2021-02-19 08:58:17,0.0,0.909,0.091,0.3612
F1,How 'bout from this angle though? 👀 https://t.co/8mjRMq0XiO,2021-02-19 08:50:38,0.0,1.0,0.0,0.0
F1,"How many differences can you spot? 🧐🔎

#F1 @AlphaTauriF1 https://t.co/aASSb2P8ID",2021-02-19 08:33:37,0.0,1.0,0.0,0.0
F1,"New aesthetics, new goal for 2021 💪

#F1 @AlphaTauriF1 

https://t.co/f3iniw0VIo",2021-02-19 08:11:07,0.0,1.0,0.0,0.0
F1,"The @AlphaTauriF1 AT02 is here! 🤩

#F1 https://t.co/JL7rwk9lem",2021-02-19 08:09:09,0.0,1.0,0.0,0.0
F1,"RT @AlphaTauriF1: please welcome the newest addition to the AlphaTauri family, the AT02! 🔥 

did we bring the heat? https://t.co/hW6jNYImkG",2021-02-19 08:00:33,0.096,0.68,0.224,0.4926
F1,"Before we look at @AlphaTauriF1's future, we revisit their past ⏪

Whether Minardi, Toro Rosso or AlphaTauri, there have been plenty of fan-favourite moments 😁

#F1 
https://t.co/kTrXuXW7aZ",2021-02-18 20:20:00,0.0,0.914,0.086,0.4588
F1,"Sweet, sweet music 😍🎶

#F1 @MercedesAMGF1 

https://t.co/vzCrcibAi6",2021-02-18 19:10:00,0.0,0.5,0.5,0.8402
F1,RT @LandoNorris: What’s better than one onboard? Four onboards https://t.co/9WQpUfjqvD https://t.co/NxQCY2WPRO,2021-02-18 17:59:42,0.0,0.775,0.225,0.4404
F1,"Well, @PierreGASLY and @yukitsunoda07 seem to like it!

Ahead of Friday's unveiling, a tiny preview of the @AlphaTauriF1 AT02 🤩

#F1

https://t.co/beZf8zRF8z",2021-02-18 16:52:08,0.0,0.803,0.197,0.5983
CRISTIANO,"Tomorrow we have a very importante game against a very strong team and I can only hope that it may be the beggining of the long walk we want to take until the final. Respect for the opponent, ambition for the victory and 100% focus on our goals. Let’s go, guys! Fino Alla Fine! 💪🏽 https://t.co/ukrV7tM3S4",2021-02-16 13:17:58,0.0,0.806,0.194,0.9057
CRISTIANO,Non sarà questa sconfitta ad abatterci! Alziamo la testa e pensiamo alla champions ! 🏳️🏴 #finoallafine https://t.co/lF8GJL4DbG,2021-02-13 22:48:36,0.0,0.827,0.173,0.6103
CRISTIANO,Moments ❤️ https://t.co/viQfGEfxqs,2021-02-11 16:56:02,0.0,1.0,0.0,0.0
CRISTIANO,"Vaaammooosss Juve!🏳️🏴
Questo è lo spirito! FINALE #coppaitalia  #finoallafine 💪🏽👊🏽 https://t.co/XrwpPQXHid",2021-02-09 22:10:03,0.0,1.0,0.0,0.0
CRISTIANO,"Happy to score and help the team against a tough opponent! 3 important points! 
Well done lads 👏🏽💪🏽 #finoallafine https://t.co/bVHENpx2X6",2021-02-06 19:36:43,0.041,0.66,0.299,0.855
CRISTIANO,"Done ⚽️💪🏽
Have a good day!😉👊🏽 https://t.co/DN9lo4gMbS",2021-02-04 17:26:21,0.0,0.856,0.144,0.4926
CRISTIANO,Grande vittoria di squadra! Abbiamo bisogno di questo spirito #finoallafine 🏳️🏴💪🏽 https://t.co/lNyV5hGE2n,2021-02-02 22:35:36,0.0,1.0,0.0,0.0
CRISTIANO,Home sweet home! ❤️😍 https://t.co/7MaSXDfTYm,2021-01-31 17:02:22,0.0,0.56,0.44,0.7424
CRISTIANO,Altri 3 punti importantissimi ! Avanti così 🏳️🏴💪🏽 #finoallafine https://t.co/l5HfUkfLcS,2021-01-30 19:30:37,0.0,1.0,0.0,0.0
CRISTIANO,Winning team! The normal 🤷🏽‍♂️💪🏽😅 https://t.co/ydfIaBDDXm,2021-01-28 15:00:56,0.0,0.754,0.246,0.7345
CRISTIANO,Felicidades ao amor da minha vida ❤️ https://t.co/2xTR9GKmUZ,2021-01-27 13:29:55,0.0,0.667,0.333,0.6124
CRISTIANO,"Vittoria molto importante! Siamo sulla strada giusta! 
Avanti così 🏳️🏴💪🏽#finoallafine https://t.co/iLnf4De22D",2021-01-24 15:35:03,0.0,1.0,0.0,0.0
CRISTIANO,"Very happy with my 4th title in Italy... We are back! This is the Juve we love, this is the team we trust and this is the spirit that will lead to the wins we want! Well done, guys! Fino Alla Fine! 🏆🏳️🏴💪🏽 https://t.co/NoU2ux39gW",2021-01-20 22:54:09,0.0,0.659,0.341,0.9693
CRISTIANO,Altri 3 punti importantissimi! Felice di aver dato il mio contributo! 🏳️🏴💪🏽 https://t.co/jR2IRe58sk,2021-01-10 22:38:59,0.0,1.0,0.0,0.0
CRISTIANO,Complimenti ragazzi per un’altra importante vittoria! Avanti così 🏳️🏴💪🏽👊🏽#finoallafine #ForzaJuve https://t.co/ePthOLEhmQ,2021-01-07 00:11:57,0.0,1.0,0.0,0.0
CRISTIANO,"Grandi ragazzi!👏🏽
Abbiamo iniziato il 2021 nel migliore dei modi! 🏳️🏴💪🏽 #finoallafine https://t.co/7EBU6GhHjT",2021-01-03 22:59:43,0.0,1.0,0.0,0.0
CRISTIANO,"A New Year for new beginnings and goals.
Let’s work hard together to tone our bodies with SIXPAD for 2021.
@SixpadHomeGym #SIXPADHOMEGYM
#SIXPAD https://t.co/hVt82z6Dlw https://t.co/DEpzJTkiQa",2021-01-02 09:02:51,0.055,0.945,0.0,-0.1027
CRISTIANO,"2020 was not an easy year, there’s no doubt about it. No one can be indifferent to the pain and suffering that COVID-19 brought upon the world.
But now it’s time to bounce back and show that, together, we can make a difference.
Happy New Year!🙏🏽❤️ https://t.co/7n1i0ARjiK",2020-12-31 22:17:16,0.146,0.748,0.105,0.2486
CRISTIANO,"Muitos parabéns mãe, desejo-lhe toda a felicidade do mundo com muita saúde! 🎂🥂❤️ https://t.co/rF2GI4T1i5",2020-12-31 22:14:34,0.0,1.0,0.0,0.0
CRISTIANO,"A short break that I’ll allways remember for the best reasons. Good times and great memories with my family, my friends and my warm fans from Dubai. But now it’s time to get back to work! The batteries are fully charged so that I can return stronger and more motivated than ever. https://t.co/fHpWVoIScr",2020-12-30 17:55:41,0.041,0.695,0.264,0.9098
PHARRY_MEGHAN,Here's a beautiful picture of Harry and Meghan and incredible news for Archie getting a brother. 💞 https://t.co/GLyGkLGlCr,2021-02-14 22:17:24,0.0,0.675,0.325,0.8481
PHARRY_MEGHAN,Happy new you to you all. Hope 2021 brings you joy and peace. Have a wonderful evening. Here's a look back at our first photo together as engaged couple. 💞 https://t.co/5vvRHATLtC,2021-01-01 00:14:08,0.0,0.504,0.496,0.9766
PHARRY_MEGHAN,"Here's a super cute photo of Harry, Meghan and Archie. 💞 https://t.co/VEkMw8IGZo",2020-12-23 22:15:39,0.0,0.472,0.528,0.9042
PHARRY_MEGHAN,Incredible photo of Prince Harry friendship with @JJChalmersRM supporting him by calling in the week to show his support. #Strictly https://t.co/GelNoktDkS,2020-11-14 20:24:49,0.0,0.679,0.321,0.8176
PHARRY_MEGHAN,Incredible surprise from Prince Harry in support of his dear friend @JJChalmersRM and his professional dancer @dowden_amy who is taking part in this series of #Strictly. https://t.co/qsed12bnLp,2020-11-14 19:55:22,0.0,0.679,0.321,0.8718
PHARRY_MEGHAN,Happy birthday to His Royal Highness The Prince of Wales. https://t.co/xfuaKm51h3,2020-11-14 10:59:02,0.0,0.73,0.27,0.5719
PHARRY_MEGHAN,"Her Majesty The Queen wearing a face mark, looking incredible visiting Westminster Abbey to lay flowers on Unknown Warrior's memorial. ❤ https://t.co/ugW0DbtD1b",2020-11-07 23:17:50,0.0,0.84,0.16,0.6369
PHARRY_MEGHAN,Here’s a beautiful photo of Harry and Meghan. 💕 https://t.co/y5CfIGWM7m,2020-10-17 08:05:33,0.0,0.523,0.477,0.8481
PHARRY_MEGHAN,Happy birthday to the Duke of Sussex. 🎉❤️ https://t.co/477WybZSXM,2020-09-15 07:49:29,0.0,0.61,0.39,0.7506
PHARRY_MEGHAN,The Duke and Duchess looking amazing. 💕 https://t.co/xqUEx7uCgu,2020-08-23 21:38:12,0.0,0.464,0.536,0.8442
PHARRY_MEGHAN,Happy birthday to the Duchess of Sussex. 💕 https://t.co/Q07BALg4Xn,2020-08-04 21:30:36,0.0,0.5,0.5,0.8402
PHARRY_MEGHAN,Her Majesty The Queen looking incredible in a brand new portrait. https://t.co/8hn1GSMklY,2020-07-25 21:23:47,0.0,1.0,0.0,0.0
PHARRY_MEGHAN,Here’s a gorgeous photo of Prince George turning 7 years old today. ❤️ https://t.co/9BF4hYUpiH,2020-07-22 00:20:16,0.0,0.778,0.222,0.6124
PHARRY_MEGHAN,Massive congratulations to Captain Sir Tom Moore being knighted by Her Majesty The Queen in the gardens of Windsor Castle yesterday. After raising an astonishing amount of money for NHS. https://t.co/2wKwiY8ehd,2020-07-18 11:39:39,0.0,0.885,0.115,0.5994
PHARRY_MEGHAN,"Happy birthday to this gorgeous lady, Diana. Never forget this amazing person. Picture with an adorable baby photo of Prince Harry. ❤️ https://t.co/xzJzvPlIO3",2020-07-01 13:46:35,0.0,0.516,0.484,0.9572
PHARRY_MEGHAN,Happy Father’s Day to the Duke! ❤️ https://t.co/9FER6Z6dUZ,2020-06-21 19:00:23,0.0,0.667,0.333,0.6114
PHARRY_MEGHAN,"The Queen enjoying today’s military ceremony at Windsor Castle, held to mark Her Majesty’s Official Birthday. 💕 https://t.co/gnOFXmKlef",2020-06-13 20:22:34,0.0,0.688,0.312,0.8271
PHARRY_MEGHAN,This new photograph of The Duke of Edinburgh and The Queen was taken last week in the quadrangle at Windsor Castle to mark His Royal Highness The Duke of Edinburgh 99th birthday today. 💕 https://t.co/ZXEzg740WD,2020-06-10 08:54:53,0.0,0.891,0.109,0.6486
PHARRY_MEGHAN,Incredible horse face The Queen is pictured riding Fern - a 14 year old Fell Pony - in Windsor Home Park over the weekend. 💕 https://t.co/7LLxN264Ev,2020-06-02 19:44:04,0.0,0.858,0.142,0.6486
PHARRY_MEGHAN,#BlackLivesMattter #blackoutuesday 🖤 https://t.co/kOeGY4Dbo2,2020-06-02 18:31:03,0.0,0.488,0.512,0.6369
BONOVOX_,"Love this brooding look, deep in respectful thought. 

I was thinking, Cheerio's or Waffles. https://t.co/JiKEf1yzWe",2021-02-06 07:35:26,0.0,0.591,0.409,0.8074
BONOVOX_,"We're in the greatest hands so I've no doubt that @JoeBiden after four years of hurt, will actually Make America Great Again #OneWorld",2021-01-21 05:38:31,0.102,0.54,0.358,0.8202
BONOVOX_,"RT @U2: Bono: ""As an Irishman, I’ve always believed America isn’t just a country, it’s an idea, one the whole world has a stake in. Lady Li…",2021-01-21 05:33:38,0.0,1.0,0.0,0.0
BONOVOX_,If you like the Facebook thingy and U2..... https://t.co/JvS6FSmbK5,2020-09-28 20:37:54,0.0,0.762,0.238,0.3612
BONOVOX_,"RT @JCGalway: It’s a GREAT day for Ireland 🇮🇪

SO proud to have been part of #TeamIreland 🙌🏻 UN campaign for #IrelandUNSC 🇺🇳 

An incredibl…",2020-09-28 19:43:28,0.0,0.735,0.265,0.8943
BONOVOX_,More than four months on from this and some people still aren't on song. Wake up America! #SpreadTheLoveNotTheVirus https://t.co/tBhXGdThZY,2020-07-29 14:16:06,0.0,1.0,0.0,0.0
BONOVOX_,The only scotch I usually enjoy comes in a glass #HopWhiskey https://t.co/L2l2U2FZhR,2019-12-13 08:37:47,0.0,0.775,0.225,0.4939
BONOVOX_,In the warm abyss of Tokyo and listening to the wonderful @LewisCapaldi on the wireless #RadioRocks https://t.co/g18rzZZN7K,2019-12-04 15:57:52,0.0,0.728,0.272,0.6808
BONOVOX_,Ben fatto i miei amici Italiani. (I asked my pal in Macari's chipper to translate). https://t.co/3doMXRu4ya,2019-08-27 14:52:34,0.0,1.0,0.0,0.0
BONOVOX_,Family separation doesn't belong in the America I love #LongestDay https://t.co/BvBg8S2wWZ,2018-06-21 09:56:02,0.0,0.704,0.296,0.6369
BONOVOX_,That @Glen_Hansard lad isn’t bad at all but they can all feck off if they think I’m leaving my pint in Sinnotts to get up &amp; sing ;) #HiddenInTheCrowd #Simon https://t.co/ufogNiZlIU,2017-12-24 18:21:27,0.067,0.863,0.07,0.0258
BONOVOX_,RT @Glen_Hansard: Our Annual Christmas Eve Busk for @Dublin_Simon will take place outside The Gaeity theatre Dublin at around 5pm. Please c…,2017-12-24 18:18:21,0.0,0.901,0.099,0.3182
BONOVOX_,We've found the fifth Beatle in London and he's kindly offered to play the spoons on our upcoming tour #NightMayor https://t.co/vdAS6JPv9E,2017-11-13 22:33:27,0.0,0.772,0.228,0.6808
BONOVOX_,See what you miss when you're busy? #Sarajevo #WhenWeWereYoung https://t.co/WaX435PVE6,2017-09-26 15:18:04,0.151,0.849,0.0,-0.1531
BONOVOX_,#SongsOfExperience is out next week. We're going to piss off the entire music-listening world by asking people to pay for it. #OnceBitten,2017-09-01 18:30:00,0.17,0.83,0.0,-0.4767
BONOVOX_,RT @U2: Showtime #U2TheJoshuaTree2017 #berlin https://t.co/TwNLSNSQUF,2017-07-13 12:38:00,0.0,1.0,0.0,0.0
BONOVOX_,We'll have to dedicate first Joshua Tree song to our amazing fans in Vancouver. Let the fun begin! #ReadyToRock https://t.co/aoMe99yqd0,2017-05-12 16:21:44,0.0,0.709,0.291,0.8122
BONOVOX_,"Busy morning googling Joshua Tree lyrics, it's been three decade you know! #GoldenOldie",2017-01-29 10:51:26,0.0,1.0,0.0,0.0
BONOVOX_,Wonder if we could get away with touring for the next 30 years playing our back catalogue? #RollingStones #RetirementPlanning,2017-01-11 22:05:57,0.0,0.909,0.091,0.2023
BONOVOX_,"I can''t believe the news today, I can't close my eyes and make it go away #ElectionDay",2016-11-09 08:24:52,0.0,1.0,0.0,0.0
IMROBERTDENIRO,@sean_ington He owes me money,2020-12-24 07:03:35,0.0,1.0,0.0,0.0
IMROBERTDENIRO,@AnnMorrell12 Trump is a poo poo head but he should give everyone $2000,2020-12-24 06:56:57,0.0,1.0,0.0,0.0
IMROBERTDENIRO,Joe Pesci can go to hell,2020-12-24 06:19:49,0.479,0.521,0.0,-0.6808
IMROBERTDENIRO,@cincton Thank you friend,2020-12-24 05:58:09,0.0,0.26,0.74,0.6908
IMROBERTDENIRO,FORGETABOUTIT,2020-12-24 05:51:03,0.0,1.0,0.0,0.0
IMROBERTDENIRO,@nickjsmith95 Thank you Nick many have said this is their favorite Christmas movie,2020-12-24 04:40:54,0.0,0.667,0.333,0.6705
IMROBERTDENIRO,RT @nickjsmith95: @imrobertdeniro Merry Christmas Robert Dinero. I'll no doubt be watching my other favorite Christmas movie Everybody's Fi…,2020-12-24 04:40:35,0.0,0.65,0.35,0.8229
IMROBERTDENIRO,It’s Christmas time so you should all watch the War With Grandpa on your televisions with your damn family and leave me the hell alone,2020-12-24 04:11:05,0.419,0.581,0.0,-0.9246
IMROBERTDENIRO,"The Hollywood elite is even nicer and we just inducted our newest member today!! Congratulations Merrick, your mansion and check for a free session of fracking is in the mail https://t.co/D7vVtY6kHM",2020-12-07 00:23:35,0.0,0.724,0.276,0.893
IMROBERTDENIRO,@MickyRourk https://t.co/lLYTZiDTXb,2020-12-05 02:48:10,0.0,1.0,0.0,0.0
IMROBERTDENIRO,@MickyRourk @cincton @Dreman_Film I got eyes everywhere I am a Hollywood elite,2020-12-05 02:26:15,0.0,1.0,0.0,0.0
IMROBERTDENIRO,@MickyRourk @Dreman_Film I know where you are hiding Micki prepare to sleep wigh the fishes soon,2020-12-05 02:02:50,0.128,0.872,0.0,-0.296
IMROBERTDENIRO,"I’m sick of this jabroni running his mouth, he says he’s in quarantine but he’s actually in hiding. I put in a few calls to my friends who can really teach this punk the meaning of respect https://t.co/Pi5JYvNd1v",2020-12-05 02:01:57,0.105,0.72,0.176,0.6542
IMROBERTDENIRO,@mike10010100 @1832Rebellion Do you feel weird yelling at black and trans people all day,2020-10-26 22:35:34,0.116,0.884,0.0,-0.1779
IMROBERTDENIRO,Me and Dr. Ruth right after the good doctor taught this old dog some new tricks https://t.co/G7tfmbPWsT,2020-10-01 21:48:52,0.077,0.773,0.149,0.34
IMROBERTDENIRO,@TimAllenHere @Dreman_Film @chriswalk3n @MickyRourk I like Tim’s idea but we should also fire Tim Allen and Mickel Rourke,2020-09-16 20:56:10,0.149,0.767,0.084,-0.3291
IMROBERTDENIRO,"RT @Dreman_Film: @TimAllenHere Plot idea...original Wild Hogs meet rival Wild Hogs: @imrobertdeniro, @chriswalk3n, @mickyRourk, and Gary Bu…",2020-09-16 17:32:07,0.0,1.0,0.0,0.0
IMROBERTDENIRO,@Jordawesome @BlubberLover72 https://t.co/bS930uGDag,2020-09-12 23:03:29,0.0,1.0,0.0,0.0
IMROBERTDENIRO,@OnCinemaRafael Why not Joe Pesky RAF? https://t.co/DKrstVBR1z,2020-09-12 23:02:46,0.0,0.761,0.239,0.2235
IMROBERTDENIRO,I wish i@cpuld have been in Scarface with my pap @PacinoReal,2020-09-12 01:28:49,0.0,0.787,0.213,0.4019
GRETATHUNBERG,"Freedom of speech and the right to peaceful protest and assembly are non-negotiable human rights. These must be a fundamental part of any democracy. 
#StandWithDishaRavi https://t.co/fhM4Cf1jf1",2021-02-19 14:51:46,0.062,0.71,0.228,0.7506
GRETATHUNBERG,"RT @NamugerwaLeah: Week 106 #schoolstrike4climate in Kampala, Uganda. #SaveBugomaForest 
#FridaysForFuture #ClimateStrike https://t.co/EDmz…",2021-02-19 11:38:20,0.0,1.0,0.0,0.0
GRETATHUNBERG,RT @mnyomb1: Am trying to hide away from the sunshine as you can see it's too hot🥵 here but even the area where I am is toxic😤 enough is en…,2021-02-19 11:38:14,0.035,0.91,0.055,0.1901
GRETATHUNBERG,RT @patienceNabz: Week 48 #schoolstrike4climate the future is now #ClimateStrike #FridaysForFuture https://t.co/N8iRaJAAOH,2021-02-19 11:38:09,0.0,1.0,0.0,0.0
GRETATHUNBERG,"RT @MakichyanA: My 101 week.
#NordStream2 is a mistake.
The time of fossil fuels is over. We need joint projects with Europe on renewable e…",2021-02-19 11:37:37,0.091,0.909,0.0,-0.34
GRETATHUNBERG,"RT @CevikusHB: My 100th week on #ClimateStrike 🌍 When I started striking 100 weeks ago, I never thought I would go on doing this for so lon…",2021-02-19 11:34:03,0.0,1.0,0.0,0.0
GRETATHUNBERG,"RT @ShindoTenshin: #ClimateStrikeOnline week43!!!
よりスムーズなシステムチェンジを実現するためには、様々な分野の人たちが、それぞれの視点で気候変動対策について考える必要があります。
あなたもその1人です💪🏻 https://t.…",2021-02-19 11:33:56,0.0,1.0,0.0,0.0
GRETATHUNBERG,"RT @AtlasSarrafoglu: 🌍 Solo strike on the Bosphorous.
🆘There is nothing worse than ignoring the climate crisis or our fight in this ✊
🆘İkli…",2021-02-19 11:33:50,0.222,0.648,0.13,-0.5248
GRETATHUNBERG,RT @FFF_Bangladesh: Today's Climate Strike from Bangladesh. We are unstoppable. Youth are unstoppable. Bangladesh is one of the most vulner…,2021-02-19 09:08:22,0.231,0.769,0.0,-0.4767
GRETATHUNBERG,"RT @Sarahhh_lndian: Week #22th #ClimateStrike in Lucknow UP India 🇮🇳 

Your planet needs you!🌍

Take action before it's too late! ✊
#TheWor…",2021-02-19 09:00:03,0.0,1.0,0.0,0.0
GRETATHUNBERG,"RT @eve_chantel: Nature is not a place to visit
It's home,preserve it
Stop denying Earth is dying
@StanChart @vanessa_vash @GretaThunberg…",2021-02-19 08:55:37,0.204,0.796,0.0,-0.5574
GRETATHUNBERG,"RT @23Fujitsu: We fight to win not to lose 
My week 8 school strike for climate change
#FridaysForFuture #nomoreemptypromises #schoolstrike…",2021-02-19 08:53:37,0.157,0.612,0.232,0.4512
GRETATHUNBERG,"RT @Patsyip_: #FridaysForFuture week 76. Solo in Melbourne, Australia. https://t.co/XZvE0G228W",2021-02-19 08:51:22,0.0,1.0,0.0,0.0
GRETATHUNBERG,"RT @ABabdulrahmanAB: Climate strike week 11. 

Try to spread awareness about climate change in your ( city or country) make them feel that…",2021-02-19 08:50:37,0.064,0.936,0.0,-0.128
GRETATHUNBERG,"RT @ChristineCooman: Hey SCB, it's time to STOP funding fossil fuels in my country. Our environment is not yours to abuse!

My full solidar…",2021-02-19 08:48:52,0.103,0.769,0.128,0.1845
GRETATHUNBERG,"RT @UN: It’s time to make #PeaceWithNature and tackle the climate, biodiversity &amp; pollution crises together. 

@UNEP explains how everyone…",2021-02-18 18:31:34,0.0,1.0,0.0,0.0
GRETATHUNBERG,"""If Norway also continues to drill as planned, the total emissions from its known oil and gas reserves will amount to roughly 15 gigatons CO2, according to CICERO, a Norwegian climate research institute. That would eat up 6.5% of the remaining carbon budget for the whole world.""",2021-02-17 18:36:43,0.0,1.0,0.0,0.0
GRETATHUNBERG,"""Norway, the UK and Canada are not climate champions. They are climate hypocrites.""
These nations ""all plan to keep producing fossil fuels, investing in new projects and explorations."" 
#FaceTheClimateEnergency https://t.co/SaW1nqGZHv",2021-02-17 18:34:32,0.087,0.873,0.041,-0.3561
GRETATHUNBERG,@vanessa_vash @TIME So well-deserved!,2021-02-17 16:22:08,0.0,1.0,0.0,0.0
GRETATHUNBERG,"""Vanessa continues to teach a most critical lesson. She reminds us that while we may all be in the same storm, we are not all in the same boat.""

So proud of my friend Vanessa Nakate!
#Time100 #FridaysForFuture #ClimateJustice 
https://t.co/Jbms8LMF7v",2021-02-17 16:17:05,0.055,0.786,0.159,0.7087
LUNAROSSA,"#PRADACup Final resumes on Saturday 20th of February at 4 pm NZT
@Prada @Pirelli 
https://t.co/hKN18ktMxU",2021-02-18 05:25:02,0.0,1.0,0.0,0.0
LUNAROSSA,"PRADA Cup: la posizione di @lunarossa sulla ripresa delle regate: https://t.co/5nGfCFvztM

PRADA Cup: Luna Rossa Prada Pirelli's position on resuming racing: https://t.co/9OjYYe88Eq",2021-02-17 09:25:52,0.0,1.0,0.0,0.0
LUNAROSSA,"COR 36 urged ACE to request an exemption to carry on the Final of the PRADA Cup in compliance with the Racing Calendar.
Since teams are authorised to sail under level 3 alert, it is hard to understand why racing “behind closed doors” could not be allowed. https://t.co/jgWvG8tUJ0",2021-02-17 03:54:26,0.028,0.927,0.044,0.2023
LUNAROSSA,"“We need to be careful to not make mistakes. The British are a formidable opponent that in terms of boat speed are very similar to us.”

#LunaRossaPradaPirelli
#PradaCup #AmericasCup 
@Prada @Pirelli https://t.co/xVftNa0UIZ",2021-02-14 18:27:55,0.0,0.89,0.11,0.4039
LUNAROSSA,"PRADA Cup – Final – Day 2
#LunaRossaPradaPirelli with two spectacular regattas of pure match racing, wins 2 more points and consolidates its lead on 4-0 against @INEOSTEAMUK 
Read here
🇮🇹 https://t.co/ImTaZdtiDq
🇬🇧 https://t.co/dByLfrPrds
#PRADACup 
#AmericasCup 
@Prada @Pirelli https://t.co/CeEiTuiyoB",2021-02-14 11:20:30,0.0,0.911,0.089,0.5719
LUNAROSSA,"PRADA Cup – Final – Race 4

With two more points, #LunaRossaPradaPirelli reaches 4-0.
Keep it up, guys!

#PRADACup 
#AmericasCup 
@Prada @Pirelli https://t.co/HLCuoGkx9c",2021-02-14 05:23:12,0.0,0.926,0.074,0.1915
LUNAROSSA,"PRADA Cup – Final – Race 3

#LunaRossaPradaPirelli gets another point. 
It's been a match-race of the highest order.
Get ready for race #4 @ 17.15 NZT

#PRADACup 
#AmericasCup 
@Prada @Pirelli https://t.co/448SOt9TaC",2021-02-14 03:58:59,0.0,0.925,0.075,0.3612
LUNAROSSA,"PRADA Cup – Final – Race 3

Few minutes to go with race #03 at the #PRADACup final.
Follow us on the Live Race page https://t.co/RjcqbLuwG8

#LunaRossaPradaPirelli
#AmericasCup 
@Prada @Pirelli https://t.co/Xjh9wWERJg",2021-02-14 03:09:37,0.0,1.0,0.0,0.0
LUNAROSSA,"“We’ve only just begun and have only won two races.” Max Sirena
Don’t miss the upcoming races. Live starts at 4:00 am CET

Non perdetevi le prossime regate. La diretta inizia alle 4:00 di mattina orario italiano.

#LunaRossaPradaPirelli
#PradaCup #AmericasCup 
@Prada @Pirelli https://t.co/WcFV4NeVfw",2021-02-13 18:03:17,0.035,0.886,0.08,0.4767
LUNAROSSA,"PRADA Cup - Final – Day 1
#LunaRossaPradaPirelli takes the first two points of the opening day of the #PradaCup 
Read here our daily report:
🇮🇹 👉 https://t.co/WvPT7Xvj31
🇬🇧👉 https://t.co/WqFTezOj4x

#AmericasCup 
@Prada
@Pirelli https://t.co/s9w7tZC3na",2021-02-13 08:43:35,0.0,1.0,0.0,0.0
LUNAROSSA,"PRADA Cup – Final – Race 2
#LunaRossaPradaPirelli closes out the day in winning form and take the score to 2-0 on the first day of the #PRADACup final.

#AmericasCup 
@Prada @Pirelli https://t.co/KldcC5y9nm",2021-02-13 04:58:38,0.0,0.904,0.096,0.5267
LUNAROSSA,"PRADA Cup – Final – @lunarossa race 1 winner
@lunarossa open up their stride and win with a comfortable buffer between them and @INEOSTEAMUK .
Let's go with the second race @ 17.15

#LunaRossaPradaPirelli
#AmericasCup 
@Prada @Pirelli https://t.co/kW6eH0TMVS",2021-02-13 04:02:33,0.0,0.763,0.237,0.8979
LUNAROSSA,"PRADA Cup – Final – Race 1
Everything is set for the opening day at the PRADA Cup final. Two races scheduled on course A. 
Watch the race on 👉https://t.co/RjcqbLuwG8 and let's root for @lunarossa 

#LunaRossaPradaPirelli
#AmericasCup 
@Prada @Pirelli https://t.co/ibYBiWDJkD",2021-02-13 02:53:55,0.0,1.0,0.0,0.0
LUNAROSSA,"Training in the golden hours.

#LunaRossaPradaPirelli
#PradaCup #AmericasCup 
@Prada @Pirelli https://t.co/jU2ETQvAvL",2021-02-11 08:51:50,0.0,1.0,0.0,0.0
LUNAROSSA,"Sailing on the edge

#LunaRossaPradaPirelli
#PradaCup #AmericasCup 
@Prada @Pirelli https://t.co/XVrG3hvu2m",2021-02-10 08:03:42,0.0,1.0,0.0,0.0
LUNAROSSA,"Try your luck at winning Checco Bruni and @JSpithill ‘s bikes: https://t.co/WgtqH5V0nX
Luna Rossa Prada Pirelli team is auctioning the two bicycles, made by the Italian company TITICI, in favour of the @OneOceanFound ‘s ""No plastic in the Ocean"" project
 
@Pirelli https://t.co/iSWq0Hl6ej",2021-02-08 08:07:03,0.0,0.807,0.193,0.8519
LUNAROSSA,"Muscles and motivation as we power up towards the #PRADACup Final 
1 week to go 
@Prada @Pirelli 
@Technogym https://t.co/uIFXKCAN3l",2021-02-06 07:41:04,0.0,0.882,0.118,0.34
